Timestamp,Age,Industry,Job_title,Salary,Additional_compensation,Currency,Other_currency,Country,State,City,Overall_work_experience,Field_years_experience,Education,Gender,Race
2021-04-27T18:08:48.583Z,25-34,Education (Higher Education),Information Literacy Librarian,84000,0,USD,,United States,California,Los Angeles,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T18:08:50.350Z,25-34,Health care,APRN,118000,0,USD,,United States,Connecticut,"Derby, CT",2 - 4 years,2 - 4 years,Master's degree,Woman,Another option not listed here or prefer not to answer
2021-04-27T18:08:50.610Z,25-34,Insurance,Commercial manager of parametric solutions,60000,4000,EUR,,France,,Paris,5-7 years,2 - 4 years,PhD,Woman,White
2021-04-27T18:08:51.807Z,45-54,Media & Digital,Operations Manager,73000,0,USD,,United States,Iowa,Des Moines,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-04-27T18:08:52.275Z,55-64,Education (Higher Education),Operations Coordinator,45360,5000,USD,,United States,Pennsylvania,Pittsburgh,31 - 40 years,5-7 years,Some college,Woman,White
2021-04-27T18:08:52.292Z,35-44,Media & Digital,Market Research Manager,58000,0,USD,,United States,Nevada,Las Vegas,11 - 20 years,11 - 20 years,College degree,Man,White
2021-04-27T18:08:54.293Z,25-34,Nonprofits,Project Coordinator,60000,0,USD,,United States,Minnesota,Minneapolis,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-27T18:08:56.506Z,35-44,Law,Senior Paralegal,92500,5000,USD,,United States,Virginia,McLean,21 - 30 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T18:08:57.041Z,45-54,Insurance,Commercial Underwriter,70000,0,CAD,,Canada,,Winnipeg,11 - 20 years,11 - 20 years,Some college,Woman,White
2021-04-27T18:08:58.083Z,35-44,"Accounting, Banking & Finance",Lead Accountant,63600,0,USD,,United States,Louisiana,Shreveport,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T18:08:58.150Z,35-44,Education (Primary/Secondary),Director of Finance and HR,90000,1500,USD,,United States,Rhode Island,Woonsocket,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T18:08:59.205Z,35-44,Health care,Business Intelligence Developer,55703,0,GBP,,United Kingdom,,London,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T18:09:01.731Z,25-34,Computing or Tech,Software Developer,138500,53200,CAD,,Canada,,Vancouver,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:09:01.872Z,45-54,Nonprofits,Senior Analyst,74000,0,USD,,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T18:09:02.047Z,35-44,Law,Attorney,73000,0,USD,,United States,Virginia,Harrisonburg,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T18:09:04.922Z,35-44,Media & Digital,Editor,119000,6000,USD,,United States,Colorado,Denver,8 - 10 years,8 - 10 years,Master's degree,Woman,"Asian or Asian American, White"
2021-04-27T18:09:06.012Z,35-44,"Marketing, Advertising & PR",Communications Manager,75000,1500,USD,,United States,Nebraska,Omaha,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:09:06.822Z,45-54,Religion,Office administrator,54080,250,USD,,United States,Massachusetts,Arlington,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-27T18:09:08.994Z,35-44,Business or Consulting,Director of Lead Development,101050,8000,USD,,United States,California,Irvine,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T18:09:09.612Z,25-34,Engineering,Engineering Team Leader & Project Manager,86000,14000,CAD,,Canada,,Toronto,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:09:12.052Z,35-44,Government and Public Administration,Data Statistician,110603,100,USD,,United States,Maryland,Rockville,8 - 10 years,5-7 years,PhD,Woman,White
2021-04-27T18:09:12.675Z,35-44,Media & Digital,Content Manager,70000,100,USD,,United States,California,Martinez (Bay Area),8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:09:13.274Z,25-34,Education (Primary/Secondary),Food Service Coordinator,34444,0,USD,,United States,Montana,Missoula,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-27T18:09:16.453Z,35-44,Utilities & Telecommunications,Ecommerce Specialist,60000,14000,USD,,United States,Tennessee,Memphis,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T18:09:18.100Z,55-64,Education (Higher Education),Assessment Coordinator,110000,0,USD,,United States,New York,NYC,21 - 30 years,21 - 30 years,PhD,Man,White
2021-04-27T18:09:18.288Z,55-64,Law,Law Clerk,93000,1500,CAD,,Canada,,Toronto,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-27T18:09:18.283Z,35-44,Computing or Tech,Editor,206000,1500,USD,,United States,California,Santa Clara,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T18:09:20.055Z,55-64,Sales,Bookkeeping /Merchandiser,39000,1500,CAD,,Canada,,Lower Mainland,31 - 40 years,21 - 30 years,Some college,Woman,White
2021-04-27T18:09:20.900Z,45-54,Education (Higher Education),LIBRARY TECHNICIAN,46700,1500,USD,,United States,Washington,Tacoma,21 - 30 years,21 - 30 years,College degree,Man,White
2021-04-27T18:09:20.910Z,25-34,Education (Higher Education),Research Grants Administrator,21800,100,GBP,,United Kingdom,,York,5-7 years,1 year or less,College degree,Woman,White
2021-04-27T18:09:22.834Z,25-34,Law,Associate Attorney,70000,2000,USD,,United States,Pennsylvania,Harrisburg Area,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T18:09:23.039Z,25-34,Biotech,Research Associate,55000,5000,USD,,United States,Minnesota,Minneapolis,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T18:09:23.367Z,25-34,Recruitment or HR,HR Business Partner,115000,11500,USD,,United States,Massachusetts,Cambridge,8 - 10 years,5-7 years,Master's degree,Man,White
2021-04-27T18:09:24.951Z,25-34,Government and Public Administration,Municipal Accounting Clerk,48000,0,CAD,,Canada,,Ontario,5-7 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:09:25.222Z,25-34,Law,Legal Assistant,44000,3000,USD,,United States,Texas,Dallas,8 - 10 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T18:09:26.201Z,35-44,Defense Contracting,Data Scientist,115000,3000,USD,,United States,Virginia,Alexandria,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T18:09:27.589Z,25-34,"Accounting, Banking & Finance",Compliance analyst,85000,12000,USD,,United States,New Jersey,Weehawken,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T18:09:31.269Z,25-34,Health care,Assistant Director,65000,0,USD,,United States,Massachusetts,Springfield,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T18:09:37.415Z,25-34,Education (Primary/Secondary),Elementary Art Teacher,79023,0,USD,,United States,Massachusetts,,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T18:09:40.585Z,25-34,Engineering,Mechanical Engineer,85000,0,USD,,United States,Florida,Fort Lauderdale,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T18:09:42.259Z,25-34,"Marketing, Advertising & PR",Design Project Manager,91000,0,USD,,United States,Oregon,Portland,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T18:09:42.482Z,18-24,Computing or Tech,Hardware Verification Engineer,80800,2000,USD,,United States,Minnesota,Minneapolis,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T18:09:42.883Z,35-44,Chemistry,Principal Chemist,107000,7000,USD,,United States,Texas,Houston,8 - 10 years,8 - 10 years,PhD,Woman,Another option not listed here or prefer not to answer
2021-04-27T18:09:45.397Z,25-34,Education (Higher Education),Lab Manager,51000,0,USD,,United States,Kentucky,Highland Heights,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T18:09:46.440Z,25-34,Architecture,Marketing Coordinator,54000,2000,USD,,United States,Massachusetts,Springfield,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:09:46.802Z,45-54,Sales,Client relations,50000,2000,USD,,United States,Georgia,Roswell,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-27T18:09:51.043Z,35-44,Law,Lawyer,91000,2000,USD,,United States,New Hampshire,Not Disclosing,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T18:09:54.868Z,25-34,Health care,Registered Nurse - Cardiac Cath,70000,7000,USD,,United States,Illinois,Chicago,2 - 4 years,1 year or less,Master's degree,Woman,White
2021-04-27T18:09:54.874Z,35-44,Health care,RN,50000,7000,USD,,United States,Kansas,Wichita,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:09:56.664Z,35-44,"Accounting, Banking & Finance",Controller,77776,0,USD,,United States,New Jersey,Brick,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T18:10:00.928Z,45-54,Sales,Sales Representative,85000,1000,USD,,United States,Kentucky,Lawrenceburg,21 - 30 years,5-7 years,Master's degree,Woman,White
2021-04-27T18:10:01.289Z,25-34,Hospitality & Events,Sr. Conference Planner,59800,0,USD,,United States,North Carolina,Charlotte,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T18:10:01.870Z,25-34,Retail,sales associate,30900,0,CAD,,Canada,,St. Catharines,2 - 4 years,2 - 4 years,Some college,Other or prefer not to answer,White
2021-04-27T18:10:02.061Z,25-34,Business or Consulting,Team Lead,75000,15000,USD,,United States,Texas,Austin,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T18:10:02.154Z,25-34,Nonprofits,VP of Visitation and Special Events,55000,5000,USD,,United States,Texas,Houston,8 - 10 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T18:10:03.638Z,35-44,Law,Implemenation / Conflict Analyst,62800,0,USD,,United States,Minnesota,Minneapolis,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:10:05.707Z,25-34,Hospitality & Events,Evens & Social Media Coorindator,49000,1000,USD,,United States,Louisiana,New Orleans,8 - 10 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-04-27T18:10:08.103Z,35-44,Publishing,Production Manager,40000,1000,USD,,United States,Kansas,Salina,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T18:10:09.481Z,35-44,Education (Higher Education),Administrative Coordinator,49000,0,USD,,United States,Wisconsin,Madison,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T18:10:10.005Z,35-44,"Accounting, Banking & Finance",Technical Trainer,75000,1200,USD,,United States,Missouri,St. Louis,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-04-27T18:10:16.671Z,45-54,"Accounting, Banking & Finance","VP, Bank Secrecy Act Officer",97000,4000,USD,,United States,Connecticut,Hartford,21 - 30 years,21 - 30 years,Some college,Woman,White
2021-04-27T18:10:24.860Z,35-44,Engineering,Product Development Engineer,97000,4000,USD,,United States,Oregon,Hillsboro,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T18:10:26.560Z,45-54,Education (Primary/Secondary),Middle school social studies teacher/ department head,65000,4000,USD,,United States,Missouri,St. Louis,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-04-27T18:10:31.786Z,25-34,Health care,Office Manager,44345,0,USD,,United States,Tennessee,Germantown,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T18:10:32.303Z,35-44,Property or Construction,Project Manager,96500,2500,USD,,United States,Rhode Island,Providence,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T18:10:32.419Z,35-44,Computing or Tech,Marketing Manager,84000,2000,USD,,United States,California,Los Angeles,8 - 10 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-04-27T18:10:34.088Z,35-44,Education (Higher Education),Assistant Director,54000,6000,USD,,United States,Nebraska,N/A,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T18:10:34.603Z,45-54,Health care,Dietitian (RD),72800,0,USD,,United States,New York,NYC - Queens,11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T18:10:34.918Z,35-44,Nonprofits,Managing Director,74020,0,CAD,,Canada,,Toronto,11 - 20 years,11 - 20 years,Some college,Woman,White
2021-04-27T18:10:37.733Z,35-44,Government and Public Administration,Librarian III/Branch Manager,77269,0,USD,,United States,Virginia,Fairfax County,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T18:10:44.962Z,25-34,Computing or Tech,Frontend Software Engineer,90000,0,USD,,United States,Oregon,Portland,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T18:10:45.148Z,25-34,Recruitment or HR,Recruiter,81100,0,USD,,United States,Texas,Fort Worth,5-7 years,5-7 years,College degree,Man,Black or African American
2021-04-27T18:10:45.382Z,45-54,Engineering,General Manager,80000,5000,USD,,United States,Michigan,Lansing,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-04-27T18:10:46.776Z,35-44,Government and Public Administration,Deputy City Clerk / Treasurer,33508,0,USD,,United States,Montana,Troy,21 - 30 years,2 - 4 years,High School,Woman,White
2021-04-27T18:10:47.469Z,45-54,Business or Consulting,Project Manager,99000,3000,USD,,United States,Florida,Tampa,21 - 30 years,8 - 10 years,Some college,Woman,White
2021-04-27T18:10:47.499Z,35-44,Education (Higher Education),Learning designer (project lead),70000,8000,USD,,United States,Michigan,East Lansing,8 - 10 years,2 - 4 years,PhD,Woman,White
2021-04-27T18:10:51.794Z,35-44,Insurance,Marketing Analyst,92781,12000,USD,,United States,Illinois,Bloomington,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T18:10:54.641Z,25-34,Engineering,Sr. Controls Engineer,108000,0,USD,,United States,Pennsylvania,Williamsport,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:10:54.870Z,25-34,Engineering,Senior Structural Engineer,122000,0,USD,,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-04-27T18:10:56.405Z,35-44,Education (Higher Education),Web Editor,61825,0,EUR,,Germany,,Hannover,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T18:10:56.832Z,18-24,"Accounting, Banking & Finance",Senior Bookkeeper,42000,0,USD,,United States,Connecticut,Hampton,2 - 4 years,2 - 4 years,Some college,Woman,White
2021-04-27T18:10:56.982Z,45-54,Library/Archives,Librarian,39000,0,USD,,United States,Virginia,Richmond,31 - 40 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T18:10:57.130Z,35-44,Education (Higher Education),Associate Director,85000,0,EUR,,United States,Utah,Salt Lake City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T18:10:58.222Z,45-54,Nonprofits,Director of HR,76000,0,USD,,United States,Ohio,Wooster,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T18:10:59.196Z,35-44,Construction,HR Manager,80000,12500,CAD,,Canada,,Nanaimo,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-27T18:10:59.469Z,25-34,"Marketing, Advertising & PR",Creative Project Manager,66000,0,USD,,United States,Washington,Seattle,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:11:03.475Z,25-34,Education (Higher Education),Assistant Laboratory Supervisor,37000,0,USD,,United States,Wisconsin,Appleton,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T18:11:04.831Z,35-44,Nonprofits,Grant writer,54000,0,USD,,United States,Colorado,Boulder,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T18:11:11.608Z,25-34,"Accounting, Banking & Finance",Financial Analyst,80000,2000,USD,,United States,Alaska,Anchorage,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T18:11:12.503Z,25-34,Computing or Tech,Software Developer,85000,8500,USD,,United States,Wisconsin,Milwaukee,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:11:13.688Z,25-34,Government and Public Administration,Lobbyist,112500,0,USD,,United States,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:11:14.261Z,25-34,Nonprofits,Director of Investor Relations,71000,0,USD,,United States,Alabama,"Birmingham, AL",8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:11:15.978Z,35-44,Property or Construction,Marketing Coordinator,52000,1000,USD,,United States,Oregon,Portland,21 - 30 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:11:16.839Z,25-34,Utilities & Telecommunications,Operations Manager,102000000,1000,Other,COP,Colombia,,Bogota,8 - 10 years,1 year or less,Some college,Man,"Hispanic, Latino, or Spanish origin"
2021-04-27T18:11:17.761Z,35-44,Government and Public Administration,Program Analyst,97395,0,USD,,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T18:11:18.145Z,25-34,Media & Digital,Sales and Marketing Associate,45000,1000,USD,,United States,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T18:11:20.673Z,35-44,Computing or Tech,Vice President,63000,500,USD,,United States,Delaware,Newark,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T18:11:20.865Z,35-44,Government and Public Administration,Librarian,76000,500,CAD,,Canada,,Ottawa,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T18:11:27.782Z,45-54,Automotive,Managing Director (Advanced Technology),229500,50000,USD,,United States,California,Sunnyvale,21 - 30 years,11 - 20 years,PhD,Woman,White
2021-04-27T18:11:30.060Z,35-44,Health care,Direct care worker,26500,50000,USD,,United States,Michigan,Jackson,11 - 20 years,5-7 years,Some college,Woman,White
2021-04-27T18:11:30.465Z,25-34,Education (Higher Education),Assistant Professor,65000,50000,USD,,United States,Pennsylvania,Pittsburgh,11 - 20 years,8 - 10 years,Master's degree,Man,White
2021-04-27T18:11:30.929Z,25-34,Education (Primary/Secondary),Curriculum Designer/Content Specialist,73500,0,USD,,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T18:11:34.078Z,25-34,Library/Archives,Librarian,37500,0,USD,,United States,Kentucky,Lexington,5-7 years,8 - 10 years,Master's degree,Woman,White
